iter	Passed	Remaining
676	6120	11961
677	6129	11950
678	6138	11943
679	6147	11933
680	6156	11924
681	6164	11913
682	6173	11904
683	6182	11895
684	6192	11886
685	6200	11876
686	6210	11869
687	6219	11859
688	6227	11849
689	6236	11839
690	6245	11830
691	6253	11820
692	6263	11812
693	6272	11802
694	6280	11793
695	6290	11785
696	6299	11775
697	6309	11768
698	6319	11761
699	6328	11752
700	6337	11743
701	6345	11733
702	6354	11724
703	6362	11713
704	6371	11703
705	6379	11692
706	6388	11684
707	6397	11674
708	6407	11667
709	6416	11658
710	6425	11648
711	6434	11639
712	6442	11629
713	6451	11620
714	6460	11610
715	6469	11601
716	6478	11592
717	6486	11582
718	6495	11572
719	6504	11563
720	6513	11553
721	6522	11544
722	6531	11535
723	6539	11525
724	6548	11515
725	6556	11506
726	6566	11497
727	6574	11486
728	6582	11476
729	6590	11465
730	6599	11456
731	6608	11447
732	6617	11437
733	6625	11428
734	6634	11419
735	6643	11409
736	6651	11399
737	6660	11389
738	6669	11380
739	6678	11370
740	6686	11361
741	6695	11351
742	6705	11343
743	6714	11334
744	6722	11325
745	6731	11315
746	6740	11305
747	6748	11295
748	6756	11285
749	6766	11276
750	6774	11267
751	6784	11258
752	6793	11249
753	6802	11241
754	6811	11232
755	6820	11222
756	6829	11213
757	6838	11204
758	6846	11194
759	6855	11185
760	6864	11176
761	6873	11167
762	6883	11158
763	6891	11149
764	6902	11143
765	6911	11133
766	6919	11123
767	6928	11114
768	6936	11104
769	6945	11094
770	6954	11085
771	6963	11076
772	6972	11067
773	6980	11057
774	6989	11048
775	6998	11038
776	7007	11029
777	7016	11021
778	7025	11011
779	7033	11001
780	7041	10991
781	7049	10980
782	7058	10971
783	7067	10961
784	7076	10952
785	7084	10942
786	7093	10933
787	7105	10928
788	7113	10918
789	7122	10909
790	7131	10900
791	7140	10891
792	7150	10883
793	7158	10873
794	7167	10863
795	7176	10854
796	7185	10845
797	7195	10838
798	7204	10829
799	7212	10819
800	7221	10810
801	7230	10800
802	7239	10791
803	7247	10781
804	7256	10772
805	7265	10763
806	7275	10754
807	7283	10745
808	7293	10737
809	7303	10730
810	7312	10720
811	7321	10711
812	7330	10701
813	7338	10692
814	7347	10682
815	7355	10672
816	7364	10663
817	7373	10654
818	7381	10644
819	7390	10634
820	7399	10626
821	7408	10617
822	7417	10608
823	7427	10599
824	7436	10590
825	7444	10581
826	7453	10571
827	7461	10562
828	7471	10553
829	7480	10544
830	7488	10534
831	7497	10525
832	7506	10516
833	7515	10507
834	7524	10498
835	7533	10489
836	7542	10479
837	7551	10470
838	7559	10460
839	7568	10451
840	7576	10441
841	7585	10432
842	7595	10424
843	7604	10415
844	7613	10406
845	7622	10398
846	7631	10388
847	7640	10379
848	7649	10369
849	7658	10360
850	7666	10351
851	7675	10342
852	7683	10331
853	7693	10323
854	7702	10314
855	7711	10305
856	7719	10295
857	7728	10286
858	7737	10277
859	7746	10268
860	7754	10258
861	7763	10249
862	7771	10239
863	7780	10229
864	7790	10221
865	7801	10215
866	7810	10206
867	7818	10196
868	7827	10187
869	7836	10177
870	7844	10168
871	7853	10158
872	7862	10150
873	7871	10140
874	7880	10132
875	7889	10122
876	7899	10115
877	7908	10106
878	7917	10096
879	7925	10087
880	7933	10076
881	7942	10067
882	7951	10058
883	7960	10049
884	7969	10040
885	7977	10030
886	7985	10020
887	7995	10012
888	8004	10003
889	8013	9993
890	8021	9984
891	8031	9975
892	8039	9966
893	8048	9956
894	8057	9947
895	8065	9938
896	8074	9928
897	8082	9919
898	8093	9911
899	8102	9902
900	8110	9892
901	8119	9883
902	8128	9874
903	8136	9864
904	8145	9855
905	8154	9846
906	8163	9837
907	8171	9827
908	8182	9820
909	8191	9811
910	8199	9802
911	8208	9792
912	8217	9784
913	8226	9774
914	8234	9764
915	8243	9755
916	8252	9746
917	8262	9738
918	8270	9728
919	8280	9720
920	8290	9712
921	8299	9703
922	8308	9694
923	8316	9684
924	8325	9675
925	8334	9666
926	8343	9657
927	8352	9648
928	8362	9640
929	8371	9631
930	8380	9622
931	8389	9613
932	8398	9604
933	8407	9595
934	8415	9586
935	8424	9576
936	8433	9567
937	8441	9557
938	8450	9548
939	8459	9539
940	8467	9529
941	8477	9521
942	8485	9511
943	8495	9503
944	8504	9494
945	8512	9484
946	8521	9475
947	8530	9466
948	8538	9456
949	8547	9447
950	8556	9438
951	8565	9429
952	8574	9420
953	8583	9411
954	8593	9403
955	8602	9394
956	8611	9384
957	8620	9375
958	8628	9366
959	8637	9357
960	8646	9348
961	8655	9339
962	8663	9328
963	8672	9319
964	8681	9310
965	8691	9303
966	8700	9294
967	8709	9284
968	8718	9275
969	8726	9266
970	8735	9257
971	8744	9247
972	8752	9238
973	8760	9228
974	8769	9219
975	8777	9209
976	8787	9200
977	8796	9192
978	8805	9183
979	8814	9174
980	8824	9165
981	8832	9156
982	8841	9147
983	8850	9138
984	8859	9129
985	8868	9120
986	8877	9110
987	8885	9101
988	8895	9093
989	8905	9085
990	8915	9077
991	8923	9067
992	8932	9058
993	8941	9049
994	8949	9039
995	8958	9030
996	8967	9021
997	8975	9011
998	8984	9002
999	8994	8994
1000	9003	8985
1001	9011	8975
1002	9020	8966
1003	9028	8956
1004	9037	8947
1005	9045	8937
1006	9054	8928
1007	9063	8919
1008	9072	8910
1009	9080	8900
1010	9091	8893
1011	9099	8883
1012	9108	8874
1013	9117	8865
1014	9126	8856
1015	9135	8847
1016	9143	8838
1017	9151	8828
1018	9159	8818
1019	9169	8810
1020	9178	8800
1021	9187	8792
1022	9196	8783
1023	9205	8773
1024	9214	8765
1025	9223	8755
1026	9232	8747
1027	9241	8738
1028	9251	8729
1029	9260	8720
1030	9270	8712
1031	9279	8703
1032	9289	8695
1033	9297	8686
1034	9306	8677
1035	9315	8668
1036	9324	8658
1037	9333	8649
1038	9341	8640
1039	9350	8630
1040	9359	8621
1041	9367	8612
1042	9376	8603
1043	9385	8594
1044	9394	8585
1045	9402	8575
1046	9411	8566
1047	9420	8557
1048	9429	8548
1049	9438	8539
1050	9446	8529
1051	9455	8521
1052	9464	8511
1053	9473	8502
1054	9482	8493
1055	9491	8485
1056	9501	8476
1057	9509	8467
1058	9518	8457
1059	9527	8448
1060	9536	8439
1061	9545	8430
1062	9554	8421
1063	9562	8412
1064	9572	8403
1065	9581	8394
1066	9591	8386
1067	9599	8377
1068	9608	8368
1069	9617	8359
1070	9625	8349
1071	9633	8339
1072	9643	8330
1073	9651	8321
1074	9660	8312
1075	9669	8303
1076	9677	8294
1077	9686	8284
1078	9695	8275
1079	9704	8267
1080	9713	8257
1081	9722	8249
1082	9731	8239
1083	9740	8230
1084	9749	8221
1085	9757	8212
1086	9765	8202
1087	9775	8193
1088	9787	8187
1089	9795	8178
1090	9804	8169
1091	9813	8160
1092	9822	8151
1093	9831	8142
1094	9840	8133
1095	9849	8123
1096	9858	8114
1097	9866	8105
1098	9875	8096
1099	9885	8087
1100	9893	8078
1101	9902	8069
1102	9910	8059
1103	9919	8050
1104	9928	8041
1105	9938	8033
1106	9946	8024
1107	9956	8015
1108	9964	8005
1109	9973	7996
1110	9982	7987
1111	9990	7978
1112	9999	7968
1113	10007	7959
1114	10016	7950
1115	10025	7941
1116	10033	7931
1117	10042	7922
1118	10051	7913
1119	10060	7904
1120	10069	7895
1121	10078	7886
1122	10089	7879
1123	10098	7870
1124	10106	7860
1125	10115	7851
1126	10123	7842
1127	10131	7832
1128	10140	7823
1129	10151	7815
1130	10159	7805
1131	10168	7797
1132	10177	7787
1133	10186	7779
1134	10194	7769
1135	10203	7760
1136	10212	7751
1137	10220	7741
1138	10229	7732
1139	10238	7723
1140	10247	7714
1141	10257	7706
1142	10266	7697
1143	10275	7688
1144	10286	7680
1145	10294	7671
1146	10303	7662
1147	10312	7653
1148	10321	7644
1149	10330	7635
1150	10338	7626
1151	10347	7617
1152	10356	7608
1153	10366	7599
1154	10375	7590
1155	10386	7583
1156	10396	7574
1157	10405	7566
1158	10414	7557
1159	10424	7548
1160	10433	7539
1161	10442	7530
1162	10451	7521
1163	10459	7512
1164	10468	7503
1165	10477	7494
1166	10486	7485
1167	10495	7476
1168	10504	7466
1169	10512	7457
1170	10521	7448
1171	10530	7439
1172	10538	7430
1173	10547	7421
1174	10556	7412
1175	10565	7402
1176	10574	7393
1177	10583	7385
1178	10592	7376
1179	10600	7366
1180	10609	7357
1181	10618	7348
1182	10627	7339
1183	10636	7330
1184	10645	7321
1185	10654	7312
1186	10663	7303
1187	10672	7294
1188	10681	7285
1189	10690	7276
1190	10699	7267
1191	10708	7258
1192	10716	7249
1193	10725	7240
1194	10733	7230
1195	10742	7221
1196	10751	7212
1197	10760	7203
1198	10769	7194
1199	10779	7186
1200	10790	7178
1201	10798	7169
1202	10807	7160
1203	10816	7151
1204	10825	7142
1205	10834	7132
1206	10843	7124
1207	10851	7114
1208	10860	7105
1209	10869	7096
1210	10878	7087
1211	10889	7080
1212	10898	7070
1213	10907	7062
1214	10915	7052
1215	10925	7043
1216	10934	7034
1217	10942	7025
1218	10951	7016
1219	10960	7007
1220	10968	6998
1221	10977	6988
1222	10987	6980
1223	10996	6971
1224	11005	6962
1225	11013	6953
1226	11022	6943
1227	11031	6934
1228	11040	6926
1229	11049	6916
1230	11058	6908
1231	11067	6898
1232	11075	6889
1233	11086	6882
1234	11096	6873
1235	11104	6864
1236	11113	6854
1237	11122	6846
1238	11131	6837
1239	11141	6828
1240	11150	6819
1241	11159	6810
1242	11167	6801
1243	11176	6792
1244	11185	6783
1245	11194	6774
1246	11203	6765
1247	11212	6756
1248	11221	6747
1249	11230	6738
1250	11240	6729
1251	11249	6720
1252	11258	6711
1253	11266	6702
1254	11275	6693
1255	11285	6684
1256	11293	6675
1257	11302	6666
1258	11310	6656
1259	11320	6648
1260	11328	6639
1261	11337	6630
1262	11346	6620
1263	11354	6611
1264	11363	6602
1265	11372	6593
1266	11382	6585
1267	11390	6575
1268	11399	6566
1269	11407	6557
1270	11416	6548
1271	11425	6539
1272	11434	6530
1273	11443	6521
1274	11451	6511
1275	11461	6503
1276	11470	6494
1277	11478	6484
1278	11487	6475
1279	11496	6466
1280	11505	6457
1281	11514	6448
1282	11523	6439
1283	11531	6430
1284	11540	6421
1285	11550	6412
1286	11558	6403
1287	11568	6394
1288	11576	6385
1289	11586	6376
1290	11595	6367
1291	11603	6358
1292	11612	6349
1293	11620	6340
1294	11629	6331
1295	11638	6321
1296	11647	6312
1297	11656	6303
1298	11664	6294
1299	11674	6286
1300	11683	6277
1301	11692	6268
1302	11700	6258
1303	11709	6249
1304	11717	6240
1305	11726	6231
1306	11735	6222
1307	11743	6213
1308	11752	6204
1309	11761	6194
1310	11770	6185
1311	11780	6177
1312	11789	6168
1313	11798	6159
1314	11807	6150
1315	11816	6141
1316	11825	6132
1317	11833	6123
1318	11842	6114
1319	11850	6104
1320	11860	6096
1321	11868	6087
1322	11878	6078
1323	11889	6070
1324	11898	6061
1325	11907	6052
1326	11916	6043
1327	11924	6034
1328	11932	6024
1329	11941	6015
1330	11949	6006
1331	11958	5997
1332	11967	5988
1333	11976	5979
1334	11986	5970
1335	11995	5961
1336	12003	5952
1337	12012	5943
1338	12021	5934
1339	12030	5925
1340	12038	5916
1341	12047	5906
1342	12056	5897
1343	12064	5888
1344	12073	5879
1345	12084	5871
1346	12093	5862
1347	12101	5853
1348	12110	5844
1349	12118	5834
1350	12128	5826
1351	12137	5817
1352	12145	5808
1353	12154	5798
1354	12163	5789
1355	12172	5780
1356	12182	5772
1357	12191	5763
1358	12199	5753
1359	12208	5744
1360	12216	5735
1361	12225	5726
1362	12233	5717
1363	12242	5708
1364	12251	5699
1365	12260	5690
1366	12269	5681
1367	12279	5673
1368	12288	5663
1369	12297	5654
1370	12306	5645
1371	12314	5636
1372	12323	5627
1373	12332	5618
1374	12357	5617
1375	12371	5610
1376	12385	5603
1377	12397	5595
1378	12408	5587
1379	12416	5578
1380	12425	5569
1381	12433	5560
1382	12442	5550
1383	12451	5542
1384	12461	5533
1385	12469	5524
1386	12479	5515
1387	12488	5506
1388	12497	5497
1389	12506	5488
1390	12514	5479
1391	12523	5470
1392	12533	5461
1393	12541	5452
1394	12550	5443
1395	12559	5434
1396	12568	5425
1397	12576	5415
1398	12585	5406
1399	12594	5397
1400	12603	5388
1401	12612	5379
1402	12620	5370
1403	12629	5361
1404	12638	5352
1405	12647	5343
1406	12656	5334
1407	12665	5325
1408	12674	5316
1409	12684	5307
1410	12692	5298
1411	12701	5289
1412	12709	5280
1413	12719	5271
1414	12727	5262
1415	12736	5252
1416	12745	5243
1417	12753	5234
1418	12762	5225
1419	12771	5216
1420	12782	5208
1421	12791	5199
1422	12800	5190
1423	12808	5180
1424	12817	5171
1425	12825	5162
1426	12834	5153
1427	12843	5144
1428	12852	5135
1429	12860	5126
1430	12869	5117
1431	12878	5108
1432	12887	5099
1433	12895	5089
1434	12904	5080
1435	12913	5071
1436	12922	5062
1437	12931	5053
1438	12940	5044
1439	12948	5035
1440	12956	5026
1441	12965	5016
1442	12974	5008
1443	12983	4999
1444	12992	4990
1445	13000	4981
1446	13011	4972
1447	13020	4963
1448	13031	4955
1449	13040	4946
1450	13049	4937
1451	13058	4928
1452	13067	4919
1453	13078	4911
1454	13087	4902
1455	13095	4892
1456	13104	4883
1457	13115	4875
1458	13124	4866
1459	13132	4857
1460	13141	4848
1461	13150	4839
1462	13158	4830
1463	13167	4821
1464	13177	4812
1465	13186	4803
1466	13195	4794
1467	13203	4785
1468	13212	4775
1469	13222	4767
1470	13230	4758
1471	13239	4748
1472	13248	4739
1473	13257	4730
1474	13266	4721
1475	13276	4713
1476	13285	4704
1477	13293	4695
1478	13302	4685
1479	13310	4676
1480	13318	4667
1481	13327	4658
1482	13336	4649
1483	13369	4648
1484	13388	4643
1485	13403	4636
1486	13415	4628
1487	13424	4619
1488	13433	4610
1489	13442	4601
1490	13450	4591
1491	13459	4582
1492	13467	4573
1493	13476	4564
1494	13485	4555
1495	13494	4546
1496	13503	4537
1497	13512	4528
1498	13521	4519
1499	13530	4510
1500	13539	4500
1501	13547	4491
1502	13556	4482
1503	13564	4473
1504	13574	4464
1505	13582	4455
1506	13591	4446
1507	13599	4436
1508	13607	4427
1509	13617	4418
1510	13626	4409
1511	13635	4400
1512	13643	4391
1513	13653	4382
1514	13661	4373
1515	13670	4364
1516	13679	4355
1517	13688	4346
1518	13696	4337
1519	13705	4328
1520	13713	4318
1521	13722	4309
1522	13731	4300
1523	13740	4291
1524	13749	4282
1525	13757	4273
1526	13766	4264
1527	13777	4255
1528	13786	4246
1529	13794	4237
1530	13803	4228
1531	13811	4219
1532	13819	4210
1533	13828	4200
1534	13837	4191
1535	13845	4182
1536	13854	4173
1537	13863	4164
1538	13871	4155
1539	13881	4146
1540	13890	4137
1541	13898	4128
1542	13907	4118
1543	13916	4109
1544	13924	4100
1545	13933	4091
1546	13942	4082
1547	13951	4073
1548	13960	4064
1549	13968	4055
1550	13978	4046
1551	13987	4037
1552	13995	4028
1553	14004	4019
1554	14012	4010
1555	14021	4000
1556	14030	3991
1557	14038	3982
1558	14047	3973
1559	14055	3964
1560	14064	3955
1561	14075	3946
1562	14084	3937
1563	14093	3929
1564	14104	3920
1565	14113	3911
1566	14121	3902
1567	14131	3893
1568	14139	3884
1569	14148	3875
1570	14157	3865
1571	14165	3856
1572	14174	3847
1573	14183	3838
1574	14192	3829
1575	14200	3820
1576	14210	3811
1577	14219	3802
1578	14228	3793
1579	14237	3784
1580	14246	3775
1581	14254	3766
1582	14263	3757
1583	14273	3748
1584	14282	3739
1585	14291	3730
1586	14300	3721
1587	14309	3712
1588	14318	3703
1589	14326	3694
1590	14335	3685
1591	14344	3676
1592	14353	3667
1593	14362	3658
1594	14371	3649
1595	14380	3640
1596	14389	3631
1597	14397	3622
1598	14406	3612
1599	14415	3603
1600	14424	3594
1601	14432	3585
1602	14441	3576
1603	14449	3567
1604	14458	3558
1605	14467	3549
1606	14476	3540
1607	14485	3531
1608	14494	3522
1609	14504	3513
1610	14513	3504
1611	14523	3495
1612	14532	3486
1613	14541	3477
1614	14550	3468
1615	14559	3459
1616	14568	3450
1617	14577	3441
1618	14586	3432
1619	14594	3423
1620	14603	3414
1621	14612	3405
1622	14621	3396
1623	14629	3387
1624	14638	3378
1625	14647	3369
1626	14655	3359
1627	14664	3350
1628	14674	3342
1629	14683	3333
1630	14692	3323
1631	14700	3314
1632	14710	3305
1633	14719	3297
1634	14728	3287
1635	14737	3279
1636	14746	3269
1637	14754	3260
1638	14765	3252
1639	14776	3243
1640	14784	3234
1641	14793	3225
1642	14801	3216
1643	14810	3207
1644	14820	3198
1645	14828	3189
1646	14837	3180
1647	14846	3171
1648	14855	3162
1649	14864	3153
1650	14875	3144
1651	14883	3135
1652	14892	3126
1653	14901	3117
1654	14909	3108
1655	14918	3099
1656	14927	3089
1657	14935	3080
1658	14944	3071
1659	14952	3062
1660	14961	3053
1661	14970	3044
1662	14979	3035
1663	14988	3026
1664	14997	3017
1665	15005	3008
1666	15014	2999
1667	15023	2990
1668	15032	2981
1669	15041	2972
1670	15050	2963
1671	15058	2954
1672	15067	2945
1673	15076	2936
1674	15086	2927
1675	15095	2918
