iter	Logloss
738	0.09031339962
739	0.09019805745
740	0.09014467643
741	0.09004549277
742	0.08998727106
743	0.08985430691
744	0.08971915198
745	0.08958803889
746	0.08949687622
747	0.08929506546
748	0.08911059706
749	0.08903450618
750	0.08890797767
751	0.08879499528
752	0.08863010758
753	0.08856091939
754	0.08840817088
755	0.0883068044
756	0.08817980707
757	0.08807273473
758	0.0879534282
759	0.0878080914
760	0.0876267379
761	0.08751621789
762	0.08741140077
763	0.08730289422
764	0.08716344355
765	0.08698220941
766	0.08679880181
767	0.08670354792
768	0.08658207427
769	0.08644361618
770	0.08628191155
771	0.0862186762
772	0.08604533965
773	0.08594771521
774	0.08581884515
775	0.08569763582
776	0.08553010889
777	0.08543770135
778	0.08530762672
779	0.08518332357
780	0.08513929029
781	0.085085712
782	0.08489693437
783	0.08479442792
784	0.08472633408
785	0.08460804818
786	0.08446978212
787	0.08436698359
788	0.08420421221
789	0.08407890396
790	0.08400755411
791	0.08385053905
792	0.08365407881
793	0.08358933267
794	0.08343233316
795	0.08331435442
796	0.08316663773
797	0.08302719608
798	0.08296959267
799	0.08293311367
800	0.08280771399
801	0.08269467392
802	0.08255770158
803	0.0824122484
804	0.08233635622
805	0.08221110643
806	0.08209122567
807	0.0819503791
808	0.08181961627
809	0.0816763339
810	0.08156138829
811	0.08142667833
812	0.08129588094
813	0.08118093597
814	0.08112010819
815	0.08104868901
816	0.08088882617
817	0.080818564
818	0.08064702935
819	0.08053356798
820	0.08038496654
821	0.08027958978
822	0.08016220924
823	0.08007097034
824	0.07988109542
825	0.07975328872
826	0.07964924435
827	0.07956211091
828	0.07938540557
829	0.07925796435
830	0.07921577856
831	0.07912548391
832	0.07905101499
833	0.07894686313
834	0.07880221763
835	0.07870120512
836	0.07863800839
837	0.07858474265
838	0.07855863621
839	0.07849602642
840	0.0784453424
841	0.07831134588
842	0.07818586974
843	0.07809112386
844	0.07802678653
845	0.0779217085
846	0.07780718769
847	0.07766681685
848	0.07757750838
849	0.07747100189
850	0.07732518366
851	0.07725603413
852	0.07718578154
853	0.07709480603
854	0.07691396347
855	0.07685062565
856	0.07677785398
857	0.07668967705
858	0.07661252768
859	0.07653692033
860	0.07645285132
861	0.07629379401
862	0.07621716735
863	0.07609877025
864	0.07601661029
865	0.07594890087
866	0.07588203473
867	0.0758037423
868	0.07569995337
869	0.0755913934
870	0.07550339105
871	0.07540038691
872	0.07527703873
873	0.07519389499
874	0.07509092494
875	0.07496440978
876	0.07486034846
877	0.07476527949
878	0.07471831253
879	0.07463037272
880	0.07451560839
881	0.07438824346
882	0.0743218429
883	0.07417265507
884	0.07412406649
885	0.07405493093
886	0.07397629827
887	0.07389624949
888	0.07375744619
889	0.0736835324
890	0.07362707589
891	0.07350452584
892	0.07341461152
893	0.07328946862
894	0.07313366185
895	0.07309065587
896	0.07297296773
897	0.07288379714
898	0.07275048847
899	0.07262982044
900	0.07259397894
901	0.07246117172
902	0.07235742948
903	0.07228932741
904	0.0721973806
905	0.07212456996
906	0.07203466173
907	0.07194802674
908	0.07183402738
909	0.07175742152
910	0.07164108774
911	0.071557883
912	0.07147679022
913	0.07134550619
914	0.07128811449
915	0.07111881225
916	0.07102138921
917	0.07092509186
918	0.07087896062
919	0.0707872599
920	0.07073696592
921	0.07066096334
922	0.07057483828
923	0.07049923945
924	0.07043615728
925	0.07035913711
926	0.0702809285
927	0.07023588426
928	0.07011027691
929	0.07003541237
930	0.06996719314
931	0.06992127135
932	0.06986533395
933	0.06976667914
934	0.06970922629
935	0.06959272647
936	0.06953167504
937	0.06944098623
938	0.06936848911
939	0.06930241834
940	0.069212471
941	0.06911831574
942	0.06903728547
943	0.06894981112
944	0.06883129255
945	0.06876633631
946	0.06867648406
947	0.06857088134
948	0.06850544109
949	0.06844099361
950	0.06833709731
951	0.06825594126
952	0.06820509654
953	0.06813204915
954	0.06806653491
955	0.06796765069
956	0.06787724951
957	0.06779369708
958	0.06767252375
959	0.06759506802
960	0.06749187978
961	0.06739568544
962	0.0673658925
963	0.06723708654
964	0.06718074745
965	0.06707950401
966	0.06700183402
967	0.06690496178
968	0.0667903154
969	0.06672449553
970	0.06669584763
971	0.06658345671
972	0.06647631665
973	0.0664112333
974	0.06630520673
975	0.06627982502
976	0.0661858096
977	0.06610590076
978	0.06603506189
979	0.06593106813
980	0.06584272679
981	0.06573437253
982	0.06569453954
983	0.065560917
984	0.06548203682
985	0.06542858451
986	0.06536046373
987	0.06527559149
988	0.06522894914
989	0.06515669854
990	0.06502407852
991	0.06496470115
992	0.0648809683
993	0.06482355115
994	0.06472383145
995	0.06465442347
996	0.06452810485
997	0.06444039385
998	0.06436489913
999	0.06421519819
1000	0.06412164331
1001	0.06403932309
1002	0.06393283788
1003	0.06385061644
1004	0.06379421907
1005	0.06374012087
1006	0.06366273994
1007	0.06359144472
1008	0.06346426178
1009	0.06338519716
1010	0.06329750922
1011	0.06323706898
1012	0.06317600043
1013	0.06312192398
1014	0.06308623188
1015	0.06301707489
1016	0.06297321113
1017	0.06295001501
1018	0.06292882873
1019	0.06286678985
1020	0.06277136668
1021	0.06267109164
1022	0.06255561949
1023	0.06248003265
1024	0.06241352006
1025	0.06234566118
1026	0.06226164693
1027	0.06220079157
1028	0.06216876978
1029	0.0621163543
1030	0.06203764352
1031	0.06198002072
1032	0.06186636078
1033	0.061786032
1034	0.06174536428
1035	0.06167670166
1036	0.06160592567
1037	0.06151893388
1038	0.06148699311
1039	0.06143782987
1040	0.06133769533
1041	0.06126223112
1042	0.06121760663
1043	0.0611574106
1044	0.06110264535
1045	0.06105346005
1046	0.06093162668
1047	0.06084118208
1048	0.06077820412
1049	0.06071051549
1050	0.06065102658
1051	0.06054400364
1052	0.06048285111
1053	0.0604132275
1054	0.06031715942
1055	0.06024960198
1056	0.06018421655
1057	0.06011308761
1058	0.0600790205
1059	0.05998874154
1060	0.0598792817
1061	0.05981351525
1062	0.05974481524
1063	0.05967960254
1064	0.05961861798
1065	0.05955447836
1066	0.05944357436
1067	0.05940167964
1068	0.05934318805
1069	0.05927534906
1070	0.05925485476
1071	0.05921129174
1072	0.05909161992
1073	0.05905192012
1074	0.05896239708
1075	0.0588989082
1076	0.05882047644
1077	0.0587768414
1078	0.05871271264
1079	0.0586607347
1080	0.05861100405
1081	0.05855400744
1082	0.0584976464
1083	0.05845459065
1084	0.05837175988
1085	0.05833614205
1086	0.05830439322
1087	0.05827009581
1088	0.05818634141
1089	0.05810990458
1090	0.05805919919
1091	0.05798211856
1092	0.05790853029
1093	0.05781229037
1094	0.05773605742
1095	0.05764294112
1096	0.05758739644
1097	0.05748885371
1098	0.05742130274
1099	0.05730130249
1100	0.05725204877
1101	0.05720394379
1102	0.05711651724
1103	0.05702927528
1104	0.05697636785
1105	0.05690846821
1106	0.05682987703
1107	0.05676436256
1108	0.05675390639
1109	0.0567131747
1110	0.05666314704
1111	0.05664623521
1112	0.05657782923
1113	0.05651339626
1114	0.05641599469
1115	0.05635377096
1116	0.05630375259
1117	0.05623335152
1118	0.05618548814
1119	0.05610732119
1120	0.05608851737
1121	0.05600064627
1122	0.05594751224
1123	0.05588960804
1124	0.05583158712
1125	0.05578358234
1126	0.05570164722
1127	0.05565982695
1128	0.05560406964
1129	0.05558751368
1130	0.05553238761
1131	0.05543932881
1132	0.05538454548
1133	0.05532840038
1134	0.05528847504
1135	0.05518557687
1136	0.05513104115
1137	0.05509657866
1138	0.05507276405
1139	0.05498145329
1140	0.05490729551
1141	0.05483507051
1142	0.05475400342
1143	0.05467594805
1144	0.05462933319
1145	0.05458107
1146	0.05451460217
1147	0.05442345391
1148	0.0543649504
1149	0.05428890265
1150	0.05421926413
1151	0.05411178129
1152	0.05405318418
1153	0.05402162064
1154	0.0539648296
1155	0.05393484135
1156	0.05386907351
1157	0.0537758172
1158	0.0537307894
1159	0.05368552192
1160	0.05359584529
1161	0.05355968892
1162	0.05349199175
1163	0.05343255466
1164	0.05338187214
1165	0.05329706122
1166	0.05326397637
1167	0.05323985926
1168	0.05317795066
1169	0.05312417109
1170	0.05301328653
1171	0.05298633917
1172	0.05294029945
1173	0.05290430446
1174	0.05285601322
1175	0.05280513853
1176	0.05275129523
1177	0.05271927701
1178	0.05268939598
1179	0.05267191135
1180	0.05262027071
1181	0.05255181293
1182	0.05250369514
1183	0.05242213344
1184	0.0523564077
1185	0.05232622731
1186	0.05229174603
1187	0.05224904239
1188	0.05223706695
1189	0.05219236488
1190	0.05211831077
1191	0.05203131583
1192	0.05200320151
1193	0.05192471099
1194	0.05189562113
1195	0.05186022952
1196	0.05179452007
1197	0.05173790304
1198	0.05165709483
1199	0.05159772036
1200	0.05149636531
1201	0.05144724714
1202	0.0513952091
1203	0.05133666486
1204	0.05125705946
1205	0.05121510284
1206	0.0511573524
1207	0.05110309253
1208	0.05105528418
1209	0.05100476119
1210	0.0509243443
1211	0.05089344904
1212	0.05082695333
1213	0.05076819172
1214	0.05070942428
1215	0.05064487626
1216	0.05059170824
1217	0.05054742737
1218	0.05051919421
1219	0.0504756534
1220	0.05043400402
1221	0.05039073186
1222	0.05034226017
1223	0.05033138851
1224	0.05027670493
1225	0.05020616137
1226	0.05019040646
1227	0.05016770907
1228	0.05009519727
1229	0.05006048816
1230	0.05004001105
1231	0.05000798996
1232	0.04996394044
1233	0.04992705206
1234	0.0498329242
1235	0.049765502
1236	0.04970837872
1237	0.0496904691
1238	0.04962248909
1239	0.04958267203
1240	0.04950097842
1241	0.0494847062
1242	0.04945241068
1243	0.04938377026
1244	0.04934561501
1245	0.04930845927
1246	0.04927770392
1247	0.04923884125
1248	0.04921491098
1249	0.0491583665
1250	0.04914298164
1251	0.04907672023
1252	0.04900973696
1253	0.04896762395
1254	0.04894982638
1255	0.04889926072
1256	0.04884712771
1257	0.04879463173
1258	0.04876624355
1259	0.04867466453
1260	0.04863594746
1261	0.04859560638
1262	0.04854812286
1263	0.04850773423
1264	0.04844001545
1265	0.04836674127
1266	0.04834087538
1267	0.04831331081
1268	0.0482729366
1269	0.04823593531
1270	0.04819156853
1271	0.04815515476
1272	0.0480771676
1273	0.04805853116
1274	0.04801662272
1275	0.04795276376
1276	0.04789032746
1277	0.04783868319
1278	0.04778238486
1279	0.04770335318
1280	0.04764899017
1281	0.04759004165
1282	0.04751607177
1283	0.04743838717
1284	0.04740662471
1285	0.04737574336
1286	0.04731945729
1287	0.04726444639
1288	0.04722874103
1289	0.04721262995
1290	0.04717792862
1291	0.04712406637
1292	0.04707469503
1293	0.0470060147
1294	0.04698747851
1295	0.04693410464
1296	0.04688257018
1297	0.0468412496
1298	0.04680597488
1299	0.04673402934
1300	0.04669153715
1301	0.04664200845
1302	0.04657659466
1303	0.0465076704
1304	0.04647863789
1305	0.04645193647
1306	0.04641094377
1307	0.04638749195
1308	0.04632089557
1309	0.04627151172
1310	0.04622867468
1311	0.04619227035
1312	0.04616572077
1313	0.0461088744
1314	0.04608567282
1315	0.04601344844
1316	0.04594058841
1317	0.0459124699
1318	0.04584934662
1319	0.04579794329
1320	0.04571690483
1321	0.04568309858
1322	0.04563358044
1323	0.04559852254
1324	0.04554097027
1325	0.04550561287
1326	0.0454755736
1327	0.04544380586
1328	0.04539004154
1329	0.04534630076
1330	0.04532747699
1331	0.04531049053
1332	0.04524678539
1333	0.045173089
1334	0.0451239094
1335	0.04506611845
1336	0.0450121494
1337	0.04494915819
1338	0.04490311956
1339	0.04488438949
1340	0.04486194431
1341	0.04478708935
1342	0.04474178042
1343	0.04465960856
1344	0.04461563108
1345	0.0445740994
1346	0.04451366292
1347	0.04450078793
1348	0.04443430753
1349	0.04440887716
1350	0.04435698344
1351	0.04430576013
1352	0.04428578815
1353	0.04421078152
1354	0.04415644295
1355	0.04410690405
1356	0.04408356753
1357	0.04405328333
1358	0.04403183835
1359	0.04401195207
1360	0.04396098594
1361	0.04391229436
1362	0.04389442532
1363	0.04384892883
1364	0.04379952849
1365	0.04375394201
1366	0.04370086566
1367	0.0436341231
1368	0.04357764058
1369	0.04353974661
1370	0.04352632881
1371	0.04349387929
1372	0.04345254975
1373	0.04340331199
1374	0.04336220992
1375	0.04334621895
1376	0.04330727717
1377	0.0432834402
1378	0.04318004701
1379	0.04313245899
1380	0.04311108123
1381	0.04303864817
1382	0.04298149585
1383	0.04293735753
1384	0.04291668141
1385	0.04288719447
1386	0.04286715354
1387	0.04281844447
1388	0.04280204799
1389	0.04278687658
1390	0.04276450651
1391	0.04271571528
1392	0.04263744228
1393	0.0426097306
1394	0.04256040094
1395	0.04249272957
1396	0.0424423077
1397	0.04240673341
1398	0.04236538992
1399	0.04232267074
1400	0.04227477155
1401	0.04226062241
1402	0.04223337571
1403	0.04218932001
1404	0.04217754469
1405	0.04212724656
1406	0.0420861874
1407	0.04202320615
1408	0.0419889196
1409	0.04193798092
1410	0.04187951258
1411	0.04184557334
1412	0.04180291802
1413	0.04177419376
1414	0.04173094599
1415	0.04168855991
1416	0.04164158794
1417	0.04162049184
1418	0.04158594712
1419	0.0415518824
1420	0.04153241624
1421	0.04150572202
1422	0.04144925297
1423	0.04141371916
1424	0.04136502059
1425	0.04132835893
1426	0.04126147013
1427	0.04121526309
1428	0.04118113754
1429	0.04115679839
1430	0.04112770433
1431	0.04111806111
1432	0.04107182396
1433	0.04105586343
1434	0.04103572936
1435	0.04099948407
1436	0.04095302144
1437	0.04090341627
1438	0.04084716333
1439	0.04082980229
1440	0.04080279699
1441	0.04078239316
1442	0.0407324679
1443	0.04070027766
1444	0.04067052695
1445	0.04064908268
1446	0.04058953228
1447	0.04055078187
1448	0.04049260796
1449	0.04047776257
1450	0.04043881575
1451	0.04040307182
1452	0.04037513334
1453	0.04033279077
1454	0.04027998299
1455	0.04024973174
1456	0.0402014918
1457	0.04014645556
1458	0.04010124982
1459	0.04008286458
1460	0.04002663526
1461	0.03998300831
1462	0.03993821675
1463	0.03988311889
1464	0.03981175718
1465	0.03976684229
1466	0.03972953006
1467	0.03970591756
1468	0.03968735702
1469	0.03967384221
1470	0.03961844025
1471	0.03955193275
1472	0.03948724827
1473	0.03942820282
1474	0.03941420537
1475	0.03937261146
1476	0.0393243519
1477	0.03930371285
1478	0.03926038227
1479	0.03924550253
1480	0.03922073373
1481	0.03917884734
1482	0.03912094666
1483	0.03908164114
1484	0.03904720467
1485	0.03901891707
1486	0.03900444044
1487	0.03897908794
1488	0.0389656394
1489	0.03892181134
1490	0.03889976797
1491	0.03885061415
1492	0.03882485463
1493	0.03878586333
1494	0.03872947606
1495	0.03870481874
1496	0.03864357559
1497	0.03860255671
1498	0.03858367906
1499	0.03854686082
1500	0.03850203137
1501	0.03843860604
1502	0.03840862061
1503	0.03836001403
1504	0.03830204977
1505	0.03827541132
1506	0.03822767721
