iter	Logloss
1507	0.0382038086
1508	0.03819193512
1509	0.03814594183
1510	0.03810340705
1511	0.03805186078
1512	0.03801339996
1513	0.03796961265
1514	0.03792438894
1515	0.03790112096
1516	0.03788161589
1517	0.03782547178
1518	0.03778465481
1519	0.03776031257
1520	0.03773902959
1521	0.03770410376
1522	0.03766346777
1523	0.03763034696
1524	0.03758300694
1525	0.03755418614
1526	0.03750891197
1527	0.03745528447
1528	0.03739404881
1529	0.03737335569
1530	0.03732301424
1531	0.03731233054
1532	0.03728992616
1533	0.0372117233
1534	0.0371621592
1535	0.03712958353
1536	0.03708493532
1537	0.03705236154
1538	0.03702868954
1539	0.03697654006
1540	0.03692797253
1541	0.03691429551
1542	0.03687441197
1543	0.03682312563
1544	0.03678552626
1545	0.03672399274
1546	0.03669208732
1547	0.03665470417
1548	0.03662784323
1549	0.03661211938
1550	0.03657508164
1551	0.03653027875
1552	0.03651311855
1553	0.03650204712
1554	0.03644377331
1555	0.03640003323
1556	0.03638581035
1557	0.03635807607
1558	0.03633541626
1559	0.03629716157
1560	0.03626632573
1561	0.03622590473
1562	0.0361925963
1563	0.03617818341
1564	0.03616830559
1565	0.03614521684
1566	0.03610413019
1567	0.03606963986
1568	0.03603195888
1569	0.03601413089
1570	0.03599448452
1571	0.03596313338
1572	0.03594663645
1573	0.03592282279
1574	0.03589341732
1575	0.03586299487
1576	0.03584033715
1577	0.03581257652
1578	0.03577202576
1579	0.03575083126
1580	0.035733172
1581	0.03568722576
1582	0.03565604496
1583	0.03561834061
1584	0.03556636645
1585	0.03554742657
1586	0.03551198988
1587	0.03547831641
1588	0.03542854894
1589	0.03537288157
1590	0.03533715882
1591	0.03530242248
1592	0.03526415971
1593	0.03524291163
1594	0.03521729732
1595	0.03519866958
1596	0.03516393196
1597	0.03512433419
1598	0.03509432467
1599	0.03508215216
1600	0.03504003596
1601	0.0350167929
1602	0.03499595518
1603	0.03496690484
1604	0.03494379125
1605	0.03489719678
1606	0.03488078382
1607	0.03485752267
1608	0.03483710981
1609	0.03481563214
1610	0.03478050771
1611	0.03476469059
1612	0.03474986231
1613	0.03472299195
1614	0.03468069969
1615	0.03466105511
1616	0.03463567069
1617	0.03461047859
1618	0.03458252646
1619	0.03455060206
1620	0.03452446615
1621	0.03450725039
1622	0.03445285051
1623	0.03442319457
1624	0.03441232594
1625	0.03438587763
1626	0.03436019568
1627	0.03432965571
1628	0.03429009306
1629	0.03424322792
1630	0.03419222821
1631	0.03414527713
1632	0.03410963325
1633	0.03406946927
1634	0.03404057848
1635	0.03400666933
1636	0.03399613338
1637	0.03398368052
1638	0.03395331598
1639	0.03394125264
1640	0.0338945154
1641	0.03386131838
1642	0.033823494
1643	0.03379679151
1644	0.03378071214
1645	0.03375786067
1646	0.03373202694
1647	0.03370034506
1648	0.0336902613
1649	0.03365320671
1650	0.03361453708
1651	0.03360277123
1652	0.03359392999
1653	0.03358297795
1654	0.03356205736
1655	0.0335312015
1656	0.03350601447
1657	0.03348761727
1658	0.03345935934
1659	0.03343482759
1660	0.03341235173
1661	0.03338895756
1662	0.03338089069
1663	0.0333451548
1664	0.03331962874
1665	0.03329681811
1666	0.033242508
1667	0.03321140226
1668	0.0331876531
1669	0.03316232622
1670	0.03312161504
1671	0.03308324764
1672	0.03307393639
1673	0.0330557934
1674	0.03303474014
1675	0.03300965204
1676	0.03297274741
1677	0.03293493518
1678	0.0329253339
1679	0.03290918388
1680	0.03289471817
1681	0.03286278698
1682	0.03284200075
1683	0.03282495812
1684	0.03278800139
1685	0.03277099105
1686	0.03274063818
1687	0.03271432052
1688	0.03269226088
1689	0.03267024091
1690	0.03264197278
1691	0.03261865013
1692	0.03258850953
1693	0.03255329336
1694	0.03252225762
1695	0.03250990708
1696	0.03247449854
1697	0.03246077016
1698	0.03243336997
1699	0.03241181368
1700	0.03237279835
1701	0.03236033763
1702	0.03234051604
1703	0.03230042671
1704	0.03226274379
1705	0.03221833327
1706	0.03219739333
1707	0.03216902886
1708	0.03212317074
1709	0.03209201059
1710	0.03208086899
1711	0.032060491
1712	0.03203206189
1713	0.03202676274
1714	0.03198703321
1715	0.03196367067
1716	0.03195332461
1717	0.03192099493
1718	0.03191254907
1719	0.03188196205
1720	0.03186936267
1721	0.03183162568
1722	0.03180563818
1723	0.03177166489
1724	0.03174969249
1725	0.03173521468
1726	0.03169917784
1727	0.03168176119
1728	0.03165390831
1729	0.03161854278
1730	0.03159683634
1731	0.03155878896
1732	0.03151617874
1733	0.03148444693
1734	0.03144968071
1735	0.03140793188
1736	0.0313972063
1737	0.03135464917
1738	0.03129895569
1739	0.03125519297
1740	0.03122403183
1741	0.03121187015
1742	0.03117570419
1743	0.03114360273
1744	0.03112487253
1745	0.03108131013
1746	0.031057658
1747	0.03103158473
1748	0.03101630893
1749	0.03097050427
1750	0.03094838472
1751	0.03093750135
1752	0.03091213394
1753	0.0308752027
1754	0.03086662635
1755	0.03085185532
1756	0.03082655491
1757	0.03080364674
1758	0.0307969327
1759	0.03078962043
1760	0.0307557319
1761	0.03073631932
1762	0.03071472435
1763	0.03069651559
1764	0.03065286294
1765	0.03061968978
1766	0.03059718759
1767	0.03057556867
1768	0.03053092652
1769	0.0304975291
1770	0.03049371864
1771	0.03045299568
1772	0.03042424747
1773	0.0304023744
1774	0.03037497074
1775	0.03036718822
1776	0.03032365647
1777	0.03030594195
1778	0.03029138732
1779	0.03025873688
1780	0.03022223927
1781	0.03018773613
1782	0.03016169614
1783	0.03013371342
1784	0.03012683961
1785	0.03008284645
1786	0.03006735438
1787	0.0300604778
1788	0.03003228226
1789	0.02999980617
1790	0.02998872367
1791	0.02996714796
1792	0.02993634871
1793	0.02987961734
1794	0.02985313323
1795	0.02983741073
1796	0.02982110972
1797	0.02977457957
1798	0.02973735196
1799	0.02972980846
1800	0.0297075372
1801	0.02968662098
1802	0.02966871896
1803	0.02965784086
1804	0.02964587874
1805	0.02962772677
1806	0.02960582229
1807	0.02959323204
1808	0.02957286149
1809	0.02954320107
1810	0.02952153235
1811	0.02949902314
1812	0.02949021269
1813	0.02948258216
1814	0.02944671004
1815	0.02942143377
1816	0.02940936836
1817	0.02939671777
1818	0.02936356587
1819	0.02932967662
1820	0.02928398841
1821	0.02926454618
1822	0.02925957291
1823	0.0292445245
1824	0.02920467364
1825	0.02916837883
1826	0.0291369331
1827	0.02911485932
1828	0.0290747154
1829	0.02906614669
1830	0.02905601121
1831	0.02903462963
1832	0.02902536654
1833	0.02899191109
1834	0.02897025927
1835	0.0289523214
1836	0.02893772201
1837	0.02889392509
1838	0.02889051131
1839	0.02888132443
1840	0.02886686387
1841	0.02883748789
1842	0.02882240323
1843	0.02878658092
1844	0.02876835359
1845	0.02875543957
1846	0.02871640751
1847	0.02869957015
1848	0.02868879167
1849	0.02868550782
1850	0.02866380921
1851	0.02864919544
1852	0.02862152394
1853	0.02858277492
1854	0.02856590063
1855	0.02852086878
1856	0.02848230249
1857	0.02845646056
1858	0.02842009342
1859	0.02839248198
1860	0.02837765603
1861	0.02834895486
1862	0.02832374591
1863	0.02829170537
1864	0.02828557157
1865	0.02825947358
1866	0.02822486443
1867	0.02820784587
1868	0.02817056166
1869	0.02815880376
1870	0.02814555049
1871	0.02810984516
1872	0.0280983636
1873	0.02808792656
1874	0.02805768889
1875	0.02802542273
1876	0.02798954053
1877	0.02795470614
1878	0.02794711433
1879	0.0279281416
1880	0.02790819368
1881	0.02788310325
1882	0.02786858288
1883	0.0278514088
1884	0.02783321041
1885	0.02780707419
1886	0.02778515416
1887	0.02776840856
1888	0.02774644774
1889	0.02772804109
1890	0.02769177164
1891	0.02766755037
1892	0.02764853436
1893	0.02763222843
1894	0.0276302079
1895	0.02761146984
1896	0.02758679346
1897	0.02756627027
1898	0.0275414077
1899	0.02751764107
1900	0.02750246778
1901	0.02747866586
1902	0.0274703587
1903	0.02745098926
1904	0.02743571115
1905	0.0274225832
1906	0.02741189203
1907	0.02738412544
1908	0.02735442864
1909	0.02732739516
1910	0.02730094146
1911	0.02728016319
1912	0.0272722145
1913	0.02726352379
1914	0.02724927436
1915	0.02721790216
1916	0.02717330708
1917	0.02715889291
1918	0.02713705953
1919	0.02710630511
1920	0.0270854471
1921	0.0270734553
1922	0.02704671033
1923	0.02700994852
1924	0.02698884905
1925	0.02697576882
1926	0.02696282283
1927	0.02694123941
1928	0.02692171793
1929	0.02690072543
1930	0.02687250633
1931	0.02684464589
1932	0.02683566028
1933	0.02681887779
1934	0.02679603709
1935	0.02675550552
1936	0.02673069412
1937	0.02670525493
1938	0.02669224611
1939	0.02666426348
1940	0.02663485708
1941	0.02661245484
1942	0.02656461575
1943	0.02654331264
1944	0.02652976848
1945	0.02651658273
1946	0.02650998089
1947	0.02649964868
1948	0.02648225476
1949	0.02646950863
1950	0.02642713261
1951	0.02639879916
1952	0.02638022613
1953	0.02635664296
1954	0.02632962793
1955	0.02629703681
1956	0.02627857395
1957	0.02625928495
1958	0.02624917349
1959	0.02624627105
1960	0.02623615554
1961	0.02622147039
1962	0.02619953242
1963	0.02618705244
1964	0.02616047709
1965	0.02613556924
1966	0.02611680343
1967	0.02610298616
1968	0.02608698064
1969	0.02604927675
1970	0.02602848124
1971	0.02601598357
1972	0.02598756718
1973	0.02596237379
1974	0.02593331447
1975	0.02593056728
1976	0.02591753243
1977	0.0258952191
1978	0.02585228088
1979	0.02583984389
1980	0.02581899607
1981	0.02577133603
1982	0.02575609047
1983	0.02573478114
1984	0.0256998684
1985	0.02567970334
1986	0.02566544007
1987	0.02565955741
1988	0.02564745243
1989	0.02563336732
1990	0.02561835481
1991	0.02559698938
1992	0.0255718288
1993	0.02555641306
1994	0.02554208075
1995	0.02552678049
1996	0.02550008687
1997	0.02548360056
1998	0.02545909674
1999	0.02545192467
